,id,ib_var_1,ib_var_2,ib_var_3,ib_var_4,ib_var_5,ib_var_6,ib_var_7,ib_var_8,ib_var_9,ib_var_10,ib_var_11,ib_var_12,ib_var_13,ib_var_14,ib_var_15,ib_var_16,ib_var_17,ib_var_18,ib_var_19,ib_var_20,ib_var_21,icn_var_22,icn_var_23,icn_var_24,ico_var_25,ico_var_26,ico_var_27,ico_var_28,ico_var_29,ico_var_30,ico_var_31,ico_var_32,ico_var_33,ico_var_34,ico_var_35,ico_var_36,ico_var_37,ico_var_38,ico_var_39,ico_var_40,ico_var_41,ico_var_42,ico_var_43,ico_var_44,ico_var_45,ico_var_46,ico_var_47,ico_var_48,ico_var_49,ico_var_50,ico_var_51,ico_var_52,ico_var_53,ico_var_54,ico_var_55,ico_var_56,ico_var_57,ico_var_58,ico_var_59,ico_var_60,ico_var_61,ico_var_62,ico_var_63,ico_var_64,if_var_65,if_var_66,if_var_67,if_var_68,if_var_69,if_var_70,if_var_71,if_var_72,if_var_73,if_var_74,if_var_75,if_var_76,if_var_77,if_var_78,if_var_79,if_var_80,if_var_81
212,213,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,4,5,5,5,4,4,4,4,12,11,23,7,4,4,2,3,4,2,4,2,2,5,4,2,1,2,2,4,2,4,2,2,1,2,2,1,1,3,1,2,38,100,20,8738.0,34512.5,1,1,5,0.875,4,9,7,0.6333333000000001,7.2195,10280.0,0.6333333000000001,4
213,214,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,4,1,1,3,4,4,3,3,3,3,4,9,7,15,9,2,2,3,2,2,3,4,3,3,3,3,3,3,3,4,3,2,2,1,3,3,3,3,2,3,3,3,3,35,100,5,8738.0,15420.0,2,5,5,0.675,0,11,12,0.46666670000000005,1.6585,5140.0,0.6333333000000001,2
214,215,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,3,1,3,4,4,4,4,4,4,3,3,7,17,23,7,2,3,3,3,3,3,4,4,2,4,3,4,2,2,3,3,3,3,2,2,2,3,3,2,2,3,2,2,46,100,12,7196.0,7196.0,3,2,1,0.75,0,13,9,0.5666667,12.6585,7196.0,0.7,2
215,216,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,3,5,5,4,4,4,5,4,1,8,8,8,1,2,2,1,1,1,3,3,3,4,1,2,1,1,2,2,1,3,2,2,1,1,2,1,1,2,1,3,48,100,7,1030.0,2575.0,1,1,1,0.85,0,7,9,0.2666667,1.2683,3090.0,0.5333334,4
216,217,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,5,4,5,5,5,4,5,5,12,12,12,13,2,1,1,1,2,1,4,5,1,4,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,53,100,5,3598.0,3598.0,2,1,6,0.95,0,8,13,0.2666667,1.1951,3598.0,0.5333334,4
217,218,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,5,4,4,5,5,5,5,5,5,12,22,18,2,2,1,1,2,2,5,4,1,5,1,2,1,2,2,3,1,1,2,1,1,1,1,1,2,2,1,1,34,100,3,2570.0,2570.0,1,4,1,0.95,0,13,8,0.3333333,4.0732,1542.0,0.6,3
218,219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,3,1,5,5,5,5,5,5,5,5,1,7,23,9,5,4,1,5,1,5,5,5,1,5,1,4,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,41,100,5,719.6,3084.0,1,6,8,1.0,5,10,15,0.7,5.4634,2570.0,0.7,2
219,220,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,3,1,1,5,5,4,5,5,5,5,5,1,9,22,1,2,1,1,3,1,1,5,5,1,5,1,1,1,1,1,4,4,4,4,1,2,1,1,1,1,4,1,1,34,100,10,514.0,2158.8,2,6,5,0.975,0,13,8,0.3,10.7317,1542.0,0.6,2
220,221,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,2,4,3,3,2,3,3,3,1,14,14,14,1,3,2,3,4,1,3,3,3,3,3,2,4,2,3,3,3,4,2,3,3,2,3,4,4,3,3,4,44,100,6,2570.0,2570.0,1,1,2,0.575,3,6,6,0.46666670000000005,1.2927,1542.0,0.5666667,3
221,222,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,2,4,4,5,4,4,2,4,1,7,11,1,4,2,2,4,4,2,5,4,4,4,2,4,3,2,4,4,4,4,2,1,2,4,2,4,2,4,4,2,28,100,3,5756.8,4626.0,2,1,5,0.725,5,5,6,0.6,14.7805,2056.0,0.7666666999999999,2
222,223,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,2,1,2,4,3,4,4,3,3,3,4,1,12,23,9,2,2,2,2,2,2,4,5,2,4,2,2,3,2,3,3,2,2,2,3,2,3,1,3,2,3,2,3,42,100,9,2570.0,4626.0,1,2,1,0.7,0,13,4,0.4,2.2439,2056.0,0.6333333000000001,3
223,224,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,5,4,4,4,4,4,3,4,1,6,23,1,4,4,2,3,3,4,4,5,2,5,4,5,2,2,4,4,2,4,2,2,2,4,2,2,3,3,3,2,27,100,1,3090.0,4635.0,1,5,2,0.8,0,7,7,0.6666667,11.0488,515.0,0.8333333,2
224,225,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,3,1,1,4,4,4,4,4,4,3,4,1,9,23,23,3,3,3,3,3,2,4,4,2,4,3,3,3,2,2,3,3,2,3,3,3,2,3,2,3,3,2,3,53,100,10,102.8,2570.0,2,3,3,0.775,0,13,7,0.5666667,18.0,1542.0,0.6666667,1
225,226,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,2,4,4,4,4,4,4,4,4,8,10,8,8,4,4,3,3,3,3,4,4,3,4,4,4,2,2,3,4,3,4,2,3,3,4,3,3,2,4,3,2,51,100,4,1028.0,3084.0,1,3,1,0.8,0,12,4,0.6666667,6.5854,2570.0,0.7666666999999999,5
226,227,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,2,1,1,3,3,3,3,3,3,3,3,9,9,7,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,100,4,1542.0,1542.0,1,4,4,0.6,0,19,19,0.6,2.2439,1336.4,0.6,2
227,228,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,7,17,1,2,2,2,2,2,1,5,4,2,4,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,3,30,100,5,514.0,34512.5,1,1,2,0.8,0,16,7,0.3666667,1.6829,10280.0,0.6333333000000001,3
228,229,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,5,5,3,3,5,5,1,7,7,9,4,2,4,4,4,4,5,5,1,5,4,4,1,1,1,4,2,4,1,1,3,4,1,2,2,1,2,1,63,100,7,1028.0,9252.0,1,5,6,0.85,0,10,5,0.7333333000000001,11.2927,3084.0,0.8,1
229,230,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,2,5,3,3,3,3,3,3,3,3,3,9,12,23,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,100,5,6168.0,6168.0,2,1,4,0.6,0,19,19,0.6,2.7561,3598.0,0.6,1
230,231,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,2,4,4,3,4,4,4,3,3,7,15,12,9,3,3,2,3,3,3,3,3,3,4,4,2,2,2,3,4,3,4,3,3,4,3,3,2,3,3,3,2,35,100,3,2056.0,12336.0,1,5,5,0.725,1,9,5,0.5666667,9.0732,3084.0,0.6333333000000001,1
231,232,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,5,3,4,4,4,4,3,4,4,4,1,12,23,1,2,2,2,2,2,2,4,4,2,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,33,100,7,308.4,4112.0,1,3,5,0.775,0,15,12,0.4,4.439,1542.0,0.5666667,3
232,233,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,1,2,4,4,5,4,3,4,5,7,13,2,7,2,2,2,2,1,2,4,4,2,4,2,1,2,2,2,5,2,1,2,2,1,3,2,2,1,1,2,2,33,100,6,1028.0,30840.0,1,5,4,0.775,4,8,9,0.3666667,2.3902,3084.0,0.5666667,3
233,234,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2,5,1,4,4,3,3,3,4,4,4,12,7,11,1,3,4,2,3,3,3,4,3,2,4,2,3,2,3,2,4,2,3,2,2,3,4,2,2,3,4,3,2,23,100,15,616.8,5140.0,3,5,4,0.725,0,12,3,0.6,7.8049,1028.0,0.6,2
234,235,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,2,1,1,4,5,4,3,4,3,4,4,8,5,23,9,4,4,4,3,3,3,4,4,2,4,4,4,2,2,3,3,3,3,3,3,3,3,3,2,3,4,2,3,33,100,7,2056.0,2056.0,2,1,1,0.775,0,8,10,0.7,25.9268,5140.0,0.7333333000000001,4
235,236,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,4,1,1,5,5,4,5,5,4,4,4,12,12,22,11,2,3,2,3,3,1,5,5,2,3,3,3,2,1,2,4,1,4,2,1,3,3,2,1,1,4,1,1,27,100,8,4626.0,4626.0,1,1,1,0.9,0,8,4,0.46666670000000005,10.561,6168.0,0.7,1
236,237,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,5,4,4,4,4,4,4,4,1,7,23,9,4,4,4,4,2,4,5,5,2,5,4,4,2,2,1,4,2,4,1,2,2,4,1,2,2,4,2,2,37,100,15,616.8,2261.6,1,2,1,0.825,1,10,7,0.7333333000000001,8.6341,1542.0,0.8333333,2
237,238,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,1,5,4,5,5,5,5,2,4,7,12,19,7,4,2,2,4,1,2,5,5,2,5,4,4,1,1,2,1,1,2,2,2,2,4,2,2,2,4,2,2,39,100,5,8738.0,34512.5,2,5,4,0.875,2,5,10,0.5,14.6341,10794.0,0.8333333,3
238,239,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,5,1,5,5,2,5,5,5,5,5,1,1,23,12,4,1,5,3,3,2,5,5,1,5,4,4,3,1,4,4,1,2,2,1,4,3,3,1,3,1,1,1,22,40,5,8738.0,12336.0,1,4,1,0.925,2,9,9,0.6,18.2927,5140.0,0.8,0
239,240,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,3,4,4,4,4,4,4,3,4,1,7,23,5,3,2,4,3,4,4,4,4,2,4,4,4,2,2,2,3,2,4,2,3,2,4,2,2,2,4,3,2,35,100,4,822.4,3803.6,1,4,3,0.775,0,9,8,0.6666667,6.6098,514.0,0.7333333000000001,2
240,241,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,1,1,4,5,5,2,4,4,5,4,9,17,9,9,4,4,2,2,4,2,4,2,2,4,2,2,4,2,3,2,2,2,2,5,2,1,1,1,1,1,1,3,36,100,8,822.4,3906.4,1,2,3,0.825,5,10,8,0.6,6.0488,2570.0,0.5333334,3
241,242,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,5,2,5,5,5,5,5,5,5,5,1,9,12,1,5,5,5,5,5,5,4,5,1,5,4,5,1,1,1,5,1,5,1,1,1,5,1,1,1,2,2,1,24,100,5,411.2,5345.6,1,4,5,1.0,0,13,9,1.0,11.122,3598.0,0.8,0
242,243,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,1,3,4,4,4,4,3,4,3,4,14,13,23,14,4,4,2,3,2,4,4,4,2,4,2,4,2,2,4,2,2,4,3,3,2,4,3,2,4,4,2,2,38,100,16,616.8,1233.6,1,1,1,0.75,2,7,8,0.6333333000000001,24.9512,1028.0,0.6666667,2
243,244,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,5,5,5,4,4,4,4,4,1,14,23,10,4,4,4,2,4,4,4,5,4,4,2,4,2,2,2,4,2,2,3,2,3,2,2,2,2,4,2,1,30,100,7,3700.8,14803.2,1,3,4,0.875,1,10,7,0.7333333000000001,12.0,4112.0,0.7666666999999999,4
244,245,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,5,3,4,4,4,5,5,9,11,19,11,3,4,4,3,3,3,3,5,2,4,4,4,2,2,2,4,2,3,2,1,3,4,1,2,3,5,2,1,45,100,8,719.6,2467.2,2,6,7,0.85,0,8,4,0.6666667,10.0488,1542.0,0.7333333000000001,3
245,246,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,5,4,4,5,5,4,4,7,15,23,7,3,2,3,4,4,4,4,5,1,5,2,5,2,1,2,3,3,2,1,5,2,2,2,1,1,4,2,2,40,100,12,925.2,12850.0,1,3,2,0.875,2,6,3,0.6666667,3.1463,1028.0,0.7333333000000001,3
246,247,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,5,5,4,5,4,5,4,4,12,9,23,12,5,3,4,4,4,4,4,5,3,5,5,4,1,2,2,4,2,4,1,2,2,4,3,2,2,4,4,1,43,100,10,1542.0,24877.6,3,12,8,0.9,0,5,3,0.8,9.1951,5140.0,0.8666666999999999,4
247,248,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,2,4,5,4,5,4,4,4,4,9,9,13,9,4,3,4,3,4,4,4,5,3,5,4,4,2,2,1,3,2,3,3,3,2,3,3,2,3,3,2,2,28,100,6,1028.0,10280.0,1,3,3,0.85,0,5,8,0.7333333000000001,4.1951,5140.0,0.8333333,1
248,249,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,3,4,17,16,5,17,4,3,4,3,3,3,4,4,3,4,4,4,2,2,2,4,2,4,2,2,2,3,2,2,2,4,2,2,35,100,10,1953.2,9252.0,1,4,3,0.775,0,8,8,0.6666667,14.5366,1542.0,0.7666666999999999,4
249,250,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,1,5,5,5,5,5,4,5,5,1,9,23,1,4,1,3,3,1,3,4,4,1,5,2,4,1,1,1,4,1,4,1,1,2,3,1,2,1,4,1,1,47,100,20,2570.0,3084.0,1,4,3,0.975,3,7,6,0.5,11.0244,2056.0,0.6666667,3
250,251,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,3,3,4,4,4,3,3,3,1,13,12,12,3,3,3,3,3,3,4,4,2,3,3,2,2,2,3,3,2,2,2,2,3,2,3,2,2,3,3,2,34,100,4,2056.0,15420.0,2,5,4,0.675,0,14,11,0.6,5.1463,12336.0,0.6,3
251,252,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,3,4,5,3,4,4,4,3,9,13,17,9,3,3,1,3,3,3,3,4,3,3,2,3,3,3,2,4,3,4,2,2,1,2,3,2,3,3,4,2,31,100,7,1233.6,7710.0,1,8,5,0.75,0,8,5,0.5333334,7.1707,10280.0,0.6,3
252,253,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,1,1,4,5,4,4,4,4,4,4,12,12,12,12,4,4,4,3,4,4,4,5,2,4,4,4,1,2,1,3,2,4,2,3,2,3,2,2,3,3,2,2,34,100,6,719.6,1542.0,2,2,2,0.825,0,11,6,0.7666666999999999,4.9756,5140.0,0.7666666999999999,3
253,254,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,1,1,4,4,4,4,4,4,4,4,1,7,18,1,3,3,3,3,3,3,4,5,2,4,3,5,1,2,2,2,2,4,2,3,2,4,2,2,2,3,3,2,35,100,8,2056.0,2056.0,1,1,3,0.8,0,14,6,0.6,3.9024,5140.0,0.7666666999999999,4
254,255,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,4,5,1,3,4,3,4,3,4,4,3,1,12,9,1,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,27,100,4,8738.0,9252.0,2,5,6,0.7,0,9,11,0.6,2.7073,2056.0,0.6,0
255,256,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,3,1,1,4,4,4,4,4,4,4,4,1,7,22,1,2,2,2,2,2,2,4,4,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,42,100,10,514.0,2056.0,1,3,3,0.8,0,19,13,0.4,13.878,3084.0,0.6,4
256,257,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,2,1,1,5,5,5,5,5,5,5,5,9,12,17,11,5,4,4,4,5,4,4,4,3,5,3,3,1,1,1,3,3,4,4,2,3,3,2,3,1,4,3,3,32,100,4,2056.0,7710.0,1,6,6,1.0,0,10,6,0.8666666999999999,4.8293,3084.0,0.7333333000000001,3
257,258,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,5,3,4,4,4,4,4,4,4,4,1,12,23,7,4,4,4,3,4,4,4,4,2,4,2,4,2,2,2,4,3,4,3,3,2,4,3,2,2,4,4,2,30,100,7,719.6,822.4,2,4,7,0.8,1,13,6,0.7666666999999999,9.6098,5140.0,0.6666667,0
258,259,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,3,4,5,4,4,4,4,3,4,12,11,23,12,4,5,4,3,2,4,4,5,2,4,2,4,2,2,1,4,3,4,1,4,3,4,3,2,2,3,2,1,45,100,5,411.2,5140.0,1,3,3,0.8,2,6,3,0.7333333000000001,13.1463,2056.0,0.7,2
259,260,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,5,3,4,5,4,5,4,5,4,4,1,7,9,1,3,3,2,3,2,2,4,4,3,4,3,3,2,1,2,4,2,4,1,1,2,3,2,3,2,3,2,1,23,100,5,5140.0,10280.0,1,1,2,0.875,0,5,1,0.5,10.0,5140.0,0.7,0
260,261,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,4,1,1,3,4,4,4,4,4,3,3,1,5,12,1,2,2,2,3,2,2,4,4,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,51,100,6,514.0,1850.4,1,2,1,0.725,0,12,17,0.4333333,1.9756,5140.0,0.6333333000000001,3
261,262,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,2,1,2,4,4,3,4,4,4,3,4,1,2,8,1,4,3,4,2,4,4,4,4,2,4,4,4,2,2,2,4,2,4,2,2,2,3,2,2,2,4,3,2,31,100,5,1542.0,15420.0,1,4,5,0.75,0,7,8,0.7,8.122,2570.0,0.7333333000000001,3
262,263,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,3,4,4,2,4,4,2,2,9,7,17,9,4,2,4,2,5,2,2,2,2,3,2,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,48,100,11,1542.0,7710.0,2,1,1,0.625,2,5,11,0.6333333000000001,9.6829,7196.0,0.4333333,4
263,264,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,5,5,5,4,4,4,4,1,7,17,12,2,1,1,1,2,2,5,4,2,4,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,45,100,5,308.4,3084.0,1,5,2,0.875,0,12,11,0.3,17.7073,3084.0,0.5666667,3
264,265,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,5,5,4,5,5,5,4,3,1,8,8,2,4,3,4,1,2,3,5,5,2,5,2,2,1,1,2,4,1,4,1,1,1,4,1,1,1,4,2,1,42,100,4,411.2,3084.0,1,2,1,0.9,1,4,5,0.5666667,17.0732,2056.0,0.7,3
265,266,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,4,4,4,4,7,7,23,11,4,4,3,3,4,4,4,4,4,4,4,4,2,2,3,4,2,4,2,3,2,4,2,2,2,3,3,2,57,100,33,8738.0,20560.0,1,4,2,0.8,0,11,7,0.7333333000000001,4.0488,5140.0,0.8,4
266,267,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,4,4,4,4,4,4,4,4,1,7,13,3,4,3,3,4,3,3,4,5,2,4,2,4,2,2,3,2,2,3,2,3,1,4,3,2,3,4,2,1,51,100,6,205.6,3289.6,1,5,6,0.8,1,12,5,0.6666667,13.5854,1542.0,0.7,3
267,268,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,1,1,4,5,4,4,4,5,4,4,12,7,14,7,4,4,1,4,4,4,5,5,2,5,2,4,1,1,2,4,2,4,2,2,2,4,2,2,2,4,3,1,45,100,7,1542.0,15420.0,1,3,4,0.85,1,6,6,0.7,10.4878,10280.0,0.7666666999999999,2
268,269,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,4,3,4,4,4,9,12,9,9,2,2,2,2,2,3,4,4,2,4,2,2,2,2,3,3,2,2,2,3,3,2,3,2,2,3,2,2,30,100,5,1542.0,3084.0,13,4,3,0.775,0,15,9,0.4333333,7.877999999999999,3.0839999999999996,0.6,1
269,270,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,2,5,5,2,2,1,5,3,7,9,23,7,2,2,2,1,2,3,3,4,4,4,2,5,2,1,4,2,2,1,2,2,2,4,2,1,4,1,2,1,43,100,2,308.4,2056.0,1,5,5,0.625,8,6,4,0.4,21.1463,1233.6,0.7333333000000001,3
270,271,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,5,2,5,5,5,5,5,5,5,5,1,13,14,3,4,4,1,2,1,3,5,5,1,5,1,5,1,1,1,4,1,4,1,1,1,3,1,1,1,4,4,1,33,100,6,3084.0,3084.0,1,6,7,1.0,5,11,8,0.5,7.877999999999999,2570.0,0.7333333000000001,0
271,272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,3,1,3,4,3,3,3,3,3,3,1,17,23,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,42,100,5,514.0,2056.0,1,1,2,0.625,0,16,19,0.6,1.8537,514.0,0.6333333000000001,2
272,273,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,1,1,5,5,4,5,3,4,3,4,5,11,13,7,3,1,3,2,4,2,5,4,3,3,3,5,4,1,3,3,2,3,3,3,1,3,1,3,2,4,2,1,48,100,6,719.6,7196.0,1,5,7,0.825,0,3,5,0.5,10.561,15294.0,0.7666666999999999,2
273,274,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,5,4,4,5,4,4,4,1,8,23,8,4,2,1,2,2,2,3,4,1,4,2,4,2,1,2,4,2,4,2,2,2,2,1,2,2,1,1,2,39,100,13,1028.0,1233.6,2,5,3,0.85,2,7,5,0.4333333,7.439,1542.0,0.6,4
274,275,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,5,4,5,5,5,5,5,5,1,13,23,1,1,1,3,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,49,100,2,612.6,5105.0,1,1,2,0.975,0,15,17,0.2666667,1.9268,1531.5,0.6,2
275,276,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,1,3,4,5,5,5,4,5,5,5,12,12,12,12,4,4,2,4,2,4,5,4,2,5,4,1,1,1,4,5,2,4,1,1,2,4,4,2,1,5,4,1,31,100,7,514.0,7710.0,1,2,4,0.95,3,5,2,0.6666667,9.2927,2570.0,0.7,1
276,277,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,3,1,1,4,4,4,4,4,4,4,4,5,12,12,5,4,4,2,4,4,4,4,4,2,4,2,3,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,35,100,3,514.0,5140.0,1,1,2,0.8,0,13,15,0.7333333000000001,3.6098,1028.0,0.6333333000000001,1
277,278,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,4,4,4,4,3,4,4,4,1,9,18,1,4,2,2,2,2,2,3,4,2,5,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,42,100,22,616.8,6168.0,1,2,4,0.775,1,12,12,0.46666670000000005,5.6341,5140.0,0.6,4
278,279,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,2,4,4,4,4,4,5,4,4,3,17,13,5,4,4,4,4,4,4,4,5,2,5,4,1,2,2,4,4,2,4,2,2,2,4,2,2,1,4,4,2,36,100,10,1028.0,12336.0,3,1,1,0.825,2,12,8,0.8,27.7073,5140.0,0.7,4
279,280,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,2,5,2,4,5,4,5,4,4,4,4,1,7,17,1,4,4,5,2,1,4,4,5,2,5,5,4,1,1,2,5,3,4,1,1,2,2,3,2,2,4,3,1,26,100,10,308.4,6168.0,1,5,1,0.85,2,5,5,0.6666667,18.5366,3598.0,0.8333333,0
280,281,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,2,5,3,5,4,3,4,4,3,7,12,12,1,3,4,3,3,1,4,5,4,2,5,4,4,2,2,2,4,2,3,2,2,1,3,2,3,2,4,2,2,27,100,6,514.0,514.0,1,4,3,0.775,0,3,7,0.6,9.1707,2570.0,0.8,3
281,282,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,3,4,4,4,4,4,4,4,3,1,9,4,1,4,2,3,2,3,2,4,4,4,4,4,4,2,2,2,2,2,4,2,2,2,3,1,2,2,4,3,2,24,100,2,6682.0,8224.0,1,7,5,0.775,0,8,8,0.5333334,16.6098,5140.0,0.8,3
282,283,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,1,1,4,4,4,4,4,4,3,4,1,9,16,1,4,3,3,2,2,4,4,3,2,4,4,4,3,2,3,4,2,4,3,2,3,2,2,3,2,3,3,2,46,100,17,514.0,1028.0,1,8,6,0.775,1,10,2,0.6,4.878,1542.0,0.7,2
